psampleid,pprojid,profile,sampleid,lat,lon,pproject
16750,70,c_m107_039,44333,18.266,-16.4013333333333,M 107
15611,49,tara_163_01,45350,76.1805,1.30933333333333,TARA 2013
15609,49,tara_161_01,45010,72.3746666666667,3.91916666666667,TARA 2013
16745,70,c_m107_034,44326,18.2163333333333,-16.5546666666667,M 107
16746,70,c_m107_035,44325,18.207,-16.5933333333333,M 107
16748,70,c_m107_037,44308,18.2475,-16.4798333333333,M 107
13005,6,tara_023_c,45120,42.1481666666667,17.7433333333333,TARA 2009
16749,70,c_m107_038,44331,18.2528333333333,-16.4495,M 107
16753,70,c_m107_042,44338,18.1648333333333,-16.7505,M 107
14498,76,c_m121_1228,44433,-3.00266666666667,9.33333333333333,M 121
13017,6,tara_026_a,44964,38.4681666666667,20.1745,TARA 2009
15613,49,tara_163_03,44993,76.073,1.43783333333333,TARA 2013
15617,49,tara_163_07,45273,76.0711666666667,1.32766666666667,TARA 2013
15616,49,tara_163_06,45400,76.1056666666667,1.29,TARA 2013
15619,49,tara_165_01,45554,73.4478333333333,10.1923333333333,TARA 2013
12160,4,lohafex_ps73_132a,831,-48.0961666666667,-16.2223333333333,LOHAFEX 2009
15622,49,tara_168_01,45603,72.5128333333333,44.0693333333333,TARA 2013
15404,9,tara_145_00_a,45441,39.2301666666667,-70.0325,TARA 2012 A
15624,49,tara_168_03,45037,72.6123333333333,44.1911666666667,TARA 2013
12507,36,rk27,3783,-50.3895,66.6926666666667,KEOPS 2
15626,49,tara_168_05,45419,72.5326666666667,44.0618333333333,TARA 2013
15628,49,tara_168_07,45563,72.5666666666667,44.079,TARA 2013
11767,46,outpace_150,1743,-18.179,-170.743333333333,OUTPACE 2015
15633,49,tara_171_01,45373,77.593,58.643,TARA 2013
15632,49,tara_170_01,45490,75.936,51.8516666666667,TARA 2013
15634,49,tara_172_01,45325,77.9443333333333,68.0626666666667,TARA 2013
15629,49,tara_168_08,45617,72.594,44.0846666666667,TARA 2013
15635,49,tara_173_01,45081,78.9536666666667,79.3788333333333,TARA 2013
15636,49,tara_173_02,45019,78.9295,79.1215,TARA 2013
12442,36,fl7,3759,-48.5056666666667,74.6141666666667,KEOPS 2
11784,46,outpace_162,1747,-18.4273333333333,-165.9185,OUTPACE 2015
16771,70,c_m107_060,44342,18.2461666666667,-16.476,M 107
15640,49,tara_175_02,45392,79.2021666666667,66.5055,TARA 2013
16767,70,c_m107_056,44336,18.208,-16.5936666666667,M 107
16763,70,c_m107_052,44318,18.218,-16.5548333333333,M 107
16774,70,c_m107_063,44419,18.2275,-16.5331666666667,M 107
15637,49,tara_173_03,45308,78.9295,79.1215,TARA 2013
15644,49,tara_175_06,45053,79.2128333333333,66.4583333333333,TARA 2013
15643,49,tara_175_05,45314,79.2076666666667,66.4585,TARA 2013
15645,49,tara_175_07,45134,79.2173333333333,66.4603333333333,TARA 2013
15650,49,tara_175_12,45375,79.3776666666667,66.3121666666667,TARA 2013
15651,49,tara_175_13,45034,79.4275,66.3101666666667,TARA 2013
11731,46,outpace_122,1764,-18.1755,-170.769166666667,OUTPACE 2015
11792,46,outpace_169,1767,-18.4228333333333,-165.915,OUTPACE 2015
11604,46,outpace_019,1772,-19.4955,165.009333333333,OUTPACE 2015
15646,49,tara_175_08,45012,79.2221666666667,66.4618333333333,TARA 2013
15649,49,tara_175_11,45625,79.3593333333333,66.3095,TARA 2013
15652,49,tara_175_14,45437,79.4485,66.2941666666667,TARA 2013
16779,70,c_m107_068,44423,19.6798333333333,-17.6681666666667,M 107
15790,73,m116_009,46059,11,-42.0006666666667,M 116
11644,46,outpace_050,1774,-19.2391666666667,164.6235,OUTPACE 2015
15776,73,m116_007,45989,11.0001666666667,-44.0018333333333,M 116
11710,46,outpace_105,1789,-18.2398333333333,-170.858166666667,OUTPACE 2015
16777,70,c_m107_066,44340,19.8943333333333,-17.564,M 107
17696,99,tara_124_00_a,45272,-8.85166666666666,-140.578166666667,Tara 2011
17720,99,tara_128_00_a,45100,-1.4455,-152.790833333333,Tara 2011
17722,99,tara_128_00_c,45180,-0.0137833333333333,-153.639333333333,Tara 2011
15422,9,tara_145_00_g,45445,39.105,-70.0235,TARA 2012 A
15429,9,tara_146_00_b,45038,34.841,-71.2006666666667,TARA 2012 A
17718,99,tara_127_00_c,45196,-6.628,-152.460666666667,Tara 2011
17714,99,tara_125_00_g,45435,-8.91183333333333,-142.568,Tara 2011
15420,9,tara_145_00_f,45433,39.1358333333333,-70.1163333333333,TARA 2012 A
15425,9,tara_146_00_a,45421,34.6775,-71.3023333333333,TARA 2012 A
11714,46,outpace_108,1799,-18.2495,-170.835,OUTPACE 2015
17753,99,tara_133_00_b,45542,35.4068333333333,-127.743166666667,Tara 2011
17729,99,tara_129_00_e,45147,6.6225,-153.066833333333,Tara 2011
17730,99,tara_129_00_f,45182,6.653,-153.091833333333,Tara 2011
17769,99,tara_135_00_e,45173,33.0243333333333,-121.889666666667,Tara 2011
17755,99,tara_133_00_d,45213,35.2858333333333,-127.758666666667,Tara 2011
15437,9,tara_146_00_e,45090,34.6588333333333,-71.2735,TARA 2012 A
11652,46,outpace_056,1817,-19.2326666666667,164.5865,OUTPACE 2015
17779,99,tara_136_03_a,44962,24.276,-119.679,Tara 2011
15442,9,tara_146_00_f,45266,34.6061666666667,-71.2425,TARA 2012 A
14960,82,msm_060_072_0001,25170,-34.4993333333333,8.68683333333333,MSM060
16674,70,c_m107_019,44449,18.2163333333333,-16.5543333333333,M 107
16678,70,c_m107_023,44334,18.2046666666667,-16.601,M 107
16756,70,c_m107_045,44330,18.2361666666667,-16.5171666666667,M 107
11746,46,outpace_134,1818,-18.1565,-170.758666666667,OUTPACE 2015
16772,70,c_m107_061,44324,18.2663333333333,-16.4016666666667,M 107
16784,70,c_m107_073,44446,19.8883333333333,-17.4515,M 107
16757,70,c_m107_046,44309,18.288,-16.3151666666667,M 107
16759,70,c_m107_048,44314,18.2868333333333,-16.3158333333333,M 107
11601,46,outpace_017,1894,-18.5995,162.265833333333,OUTPACE 2015
16497,2,boum134,7218,39.1751666666667,5.25233333333333,BOUM 2008
11716,46,outpace_110,1842,-18.2523333333333,-170.828333333333,OUTPACE 2015
11715,46,outpace_109,1791,-18.2461666666667,-170.8275,OUTPACE 2015
11741,46,outpace_130,1775,-18.173,-170.727666666667,OUTPACE 2015
11729,46,outpace_120,1809,-18.1773333333333,-170.7705,OUTPACE 2015
11721,46,outpace_114,1865,-18.2221666666667,-170.782,OUTPACE 2015
11720,46,outpace_113,1831,-18.2231666666667,-170.78,OUTPACE 2015
11737,46,outpace_127,1874,-18.1908333333333,-170.748333333333,OUTPACE 2015
11739,46,outpace_129,1832,-18.187,-170.731333333333,OUTPACE 2015
11747,46,outpace_135,1884,-18.166,-170.754833333333,OUTPACE 2015
11843,46,outpace_208,1927,-18.4108333333333,-162.997833333333,OUTPACE 2015
11776,46,outpace_156,1904,-18.421,-165.931,OUTPACE 2015
11769,46,outpace_151,1838,-18.1745,-170.7385,OUTPACE 2015
11790,46,outpace_168,1803,-18.4288333333333,-165.9075,OUTPACE 2015
16106,86,ge_2016_082,11290,68.9556666666667,-62.3306666666667,GREENEDGE 2016 A
16109,86,ge_2016_083,11293,68.9993333333333,-62.6031666666667,GREENEDGE 2016 A
11655,46,outpace_059,1844,-19.233,164.581333333333,OUTPACE 2015
13686,54,station_044,2039,49.0736666666667,-16.2635,DY032 2015
13701,54,station_078,2035,49.0738333333333,-16.2635,DY032 2015
13691,54,station_060,2042,48.9065,-16.49,DY032 2015
13688,54,station_047,2044,49.0126666666667,-16.3951666666667,DY032 2015
13683,54,station_042,2040,49.0771666666667,-16.2576666666667,DY032 2015
13681,54,station_041,2043,49.0741666666667,-16.2611666666667,DY032 2015
13693,54,station_066,2037,48.8191666666667,-16.5206666666667,DY032 2015
13695,54,station_072,2036,49.0738333333333,-16.2635,DY032 2015
15675,49,tara_189_05,45453,78.0406666666667,116.4015,TARA 2013
15676,49,tara_189_06,45322,78.0703333333333,116.22433333333301,TARA 2013
15720,49,tara_206_04,45475,70.9618333333333,-53.603,TARA 2013
15696,49,tara_201_05,45489,74.3451666666667,-85.7945,TARA 2013
15710,49,tara_205_02,45064,72.471,-71.8886666666667,TARA 2013
16155,87,ge_2016_201,11701,69.5011666666667,-63.2326666666667,GREENEDGE 2016 C
15697,49,tara_201_06,45344,74.356,-85.8095,TARA 2013
15654,49,tara_176_01,45478,77.7445,65.4461666666667,TARA 2013
15655,49,tara_177_01,45086,77.8713333333333,71.7491666666667,TARA 2013
15592,49,tara_155_02,45334,54.4078333333333,-16.5765,TARA 2013
15631,49,tara_169_01,45471,74.378,47.2285,TARA 2013
15638,49,tara_174_01,45559,79.0173333333333,71.6373333333333,TARA 2013
15647,49,tara_175_09,45658,79.2291666666667,66.4681666666667,TARA 2013
15653,49,tara_175_15,45655,79.4723333333333,66.2325,TARA 2013
15599,49,tara_155_09,44982,54.5188333333333,-16.6383333333333,TARA 2013
11788,46,outpace_166,1882,-18.4388333333333,-165.925166666667,OUTPACE 2015
15663,49,tara_183_01,45267,77.4675,75.7685,TARA 2013
11736,46,outpace_126,1912,-18.1835,-170.763,OUTPACE 2015
15665,49,tara_185_02,45055,79.6731666666667,60.8795,TARA 2013
11585,46,outpace_006,1918,-17.9418333333333,159.9255,OUTPACE 2015
14905,83,p1706_46,47554,35.0541666666667,-122.561666666667,CCELTER 2017
14942,83,p1706_61,47535,33.943,-122.637166666667,CCELTER 2017
14830,83,p1706_20,47607,35.0121666666667,-121.157666666667,CCELTER 2017
14944,83,p1706_62,47584,33.9826666666667,-122.611,CCELTER 2017
11719,46,outpace_112,1937,-18.2378333333333,-170.7995,OUTPACE 2015
15755,72,c_ps88b_009,44259,12.5005,-23.0333333333333,PS 88B
15837,72,c_ps88b_036,44260,-0.666883333333333,-23.0006666666667,PS 88B
15750,72,c_ps88b_006,44262,13.9996666666667,-23.0328333333333,PS 88B
15757,72,c_ps88b_011,44263,11.5,-23.0333333333333,PS 88B
15967,86,ge_2016_014,11225,68.503,-59.2746666666667,GREENEDGE 2016 A
15942,86,ge_2016_004,11214,68.5013333333333,-56.7931666666667,GREENEDGE 2016 A
12203,4,lohafex_ps73_159,6160,-47.5888333333333,-15.6973333333333,LOHAFEX 2009
16410,2,boum057,7181,33.6878333333333,32.6446666666667,BOUM 2008
15857,72,c_ps88b_042,44265,1.333,-23.001,PS 88B
13668,41,csp07002,2013,-0.498333333333333,152.499833333333,CASSIOPEE 2015
13614,41,csp03001,2020,-1.00066666666667,165.002833333333,CASSIOPEE 2015
13653,41,csp06001,4103,-5.14166666666667,154.3325,CASSIOPEE 2015
15752,72,c_ps88b_007,44266,13.5003333333333,-23.0326666666667,PS 88B
13621,41,csp03701,2004,1.3315,165.002,CASSIOPEE 2015
15785,72,c_ps88b_019,44267,7.50066666666667,-23.0333333333333,PS 88B
15864,72,c_ps88b_044,44269,1.9995,-23.0011666666667,PS 88B
15748,72,c_ps88b_003,44270,17.5828333333333,-24.2938333333333,PS 88B
15763,72,c_ps88b_013,44271,10.5005,-23.0333333333333,PS 88B
12505,36,rk26,3802,-50.3896666666667,66.6928333333333,KEOPS 2
14860,83,p1706_31,47558,34.7238333333333,-122.1375,CCELTER 2017
10264,20,077,6151,25.3261666666667,-157.109333333333,OPEREX 2008
15787,72,c_ps88b_020,44274,6.99883333333333,-23.0333333333333,PS 88B
10241,20,054,6192,24.1168333333333,-157.990333333333,OPEREX 2008
15210,82,msm_060_433_0001,25147,-34.4996666666667,-48.9991666666667,MSM060
14934,83,p1706_57,47548,33.844,-122.6215,CCELTER 2017
13660,41,csp06501,2011,-2.99816666666667,152.501166666667,CASSIOPEE 2015
15042,82,msm_060_144_0001,25144,-34.4988333333333,-3.09233333333333,MSM060
15040,82,msm_060_140_0001,25151,-34.4995,-2.44666666666667,MSM060
15065,82,msm_060_178_0001,25111,-34.4991666666667,-8.33833333333333,MSM060
14902,83,p1706_45,47618,34.98,-122.513,CCELTER 2017
15134,82,msm_060_306_0001,25107,-34.4986666666667,-28.6431666666667,MSM060
15840,72,c_ps88b_037,44275,-0.333633333333333,-23.001,PS 88B
15123,82,msm_060_286_0001,25344,-34.5006666666667,-25.3638333333333,MSM060
15121,82,msm_060_277_0001,25157,-34.5003333333333,-24.0581666666667,MSM060
15214,82,msm_060_445_0001,25333,-34.5005,-51.0005,MSM060
16983,5,ccep0810_002,2575,32.643,-124.003666666667,CCELTER 2008
16992,5,ccep0810_007,2563,34.1311666666667,-120.956166666667,CCELTER 2008
15798,72,c_ps88b_026,44293,4.99983333333333,-23.0333333333333,PS 88B
16360,2,boum025,7258,33.6268333333333,32.5935,BOUM 2008
16553,2,boum192,7247,42.6163333333333,4.955,BOUM 2008
14450,76,c_m121_1185,44353,-12.4993333333333,12.0153333333333,M 121
16519,2,boum156,7243,39.096,5.34216666666667,BOUM 2008
15277,69,m106_010,46288,12.4991666666667,-22.9998333333333,M 106
15267,69,m106_009,46322,12.9988333333333,-23.0003333333333,M 106
15475,69,m106_046,46325,-0.6665,-23.0006666666667,M 106
15788,72,c_ps88b_021,44277,6.49983333333333,-23.0333333333333,PS 88B
15783,72,c_ps88b_018,44279,8.002,-23.0333333333333,PS 88B
15806,72,c_ps88b_028,44281,4.00083333333333,-23.0333333333333,PS 88B
15486,69,m106_049,46293,-0.167166666666667,-22.9993333333333,M 106
15491,69,m106_051,46260,0,-23.0145,M 106
15552,69,m106_080,46287,-11.4995,-32.4516666666667,M 106
15347,69,m106_026,46344,5.99933333333333,-22.9998333333333,M 106
14522,76,c_m121_1242,44424,-3.00316666666667,4.41566666666667,M 121
15512,69,m106_059,46258,-1.33233333333333,-23.0003333333333,M 106
15564,69,m106_092,46295,-10.5333333333333,-35.4888333333333,M 106
15587,69,m106_115,46377,-5.63283333333333,-34.9001666666667,M 106
15846,72,c_ps88b_039,44261,-0.332666666666667,-23.0023333333333,PS 88B
15758,73,m116_004,46031,11.0003333333333,-47.0003333333333,M 116
15823,72,c_ps88b_032,44284,1.99966666666667,-23.0008333333333,PS 88B
15946,86,ge_2016_006,11216,68.4963333333333,-57.4798333333333,GREENEDGE 2016 A
15898,73,m116_057,46005,11.9991666666667,-21,M 116
15818,72,c_ps88b_031,44286,2.50016666666667,-23.0003333333333,PS 88B
13484,42,p1408_008,2588,34.7241666666667,-121.003666666667,CCELTER 2014
15826,72,c_ps88b_033,44288,1.66666666666667,-23.0008333333333,PS 88B
15778,72,c_ps88b_017,44290,8.50116666666667,-23.0333333333333,PS 88B
13486,42,p1408_009,2589,34.7611666666667,-121.081333333333,CCELTER 2014
13480,42,p1408_006,2663,34.656,-120.880833333333,CCELTER 2014
15754,72,c_ps88b_008,44291,12.9833333333333,-23.0166666666667,PS 88B
15796,72,c_ps88b_025,44294,5.5,-23.0333333333333,PS 88B
14526,76,c_m121_1243,44348,-3.00083333333333,2.21366666666667,M 121
14640,76,c_m121_1341,44354,-22.938,13.9221666666667,M 121
15047,82,msm_060_150_0001,25175,-34.499,-4.10383333333333,MSM060
15126,82,msm_060_290_0001,25320,-34.4993333333333,-26.0233333333333,MSM060
14623,76,c_m121_1307,44366,-29.0316666666667,10.7046666666667,M 121
15141,82,msm_060_316_0001,25329,-34.387,-29.9531666666667,MSM060
15037,82,msm_060_136_0001,25149,-34.4986666666667,-1.77883333333333,MSM060
12431,1,jerico201707by4,44955,55.383,15.3338333333333,JERICO 2017
14430,76,c_m121_1174,44382,-15.7941666666667,10.8488333333333,M 121
15154,82,msm_060_338_0001,25179,-34.4996666666667,-33.8805,MSM060
13478,42,p1408_005,2695,34.6091666666667,-120.823666666667,CCELTER 2014
13487,42,p1408_010,2653,34.7835,-121.158833333333,CCELTER 2014
13492,42,p1408_012,2678,34.8306666666667,-121.266333333333,CCELTER 2014
13500,42,p1408_018,2684,34.3296666666667,-120.794833333333,CCELTER 2014
13503,42,p1408_019,2454,34.2683333333333,-120.822,CCELTER 2014
13504,42,p1408_020,2657,34.2646666666667,-120.8245,CCELTER 2014
14437,76,c_m121_1177,44386,-14.0996666666667,10.906,M 121
13505,42,p1408_021,2661,34.2391666666667,-120.817,CCELTER 2014
13507,42,p1408_022,2458,34.225,-120.840666666667,CCELTER 2014
13499,42,p1408_017,2686,34.4095,-120.605666666667,CCELTER 2014
13510,42,p1408_024,2667,34.1561666666667,-120.891,CCELTER 2014
13525,42,p1408_030,2698,34.3756666666667,-121.3885,CCELTER 2014
13527,42,p1408_031,2685,34.3868333333333,-121.393,CCELTER 2014
13536,42,p1408_035,2697,34.4143333333333,-121.278666666667,CCELTER 2014
12416,1,jerico201707by15,44956,57.3121666666667,20.0761666666667,JERICO 2017
13562,42,p1408_047,2587,33.5893333333333,-122.451,CCELTER 2014
13534,42,p1408_034,2683,34.3956666666667,-121.292666666667,CCELTER 2014
13498,42,p1408_016,2688,34.5153333333333,-121.140666666667,CCELTER 2014
13509,42,p1408_023,2676,34.1748333333333,-120.87,CCELTER 2014
13494,42,p1408_013,2675,34.852,-121.309666666667,CCELTER 2014
12421,1,jerico201707by15a,44934,57.3121666666667,20.0761666666667,JERICO 2017
12440,1,jerico201707p2,44954,57.8666666666667,11.292,JERICO 2017
12425,1,jerico201707by20,44952,57.9981666666667,19.8788333333333,JERICO 2017
13014,7,tara_037_00_b,45420,20.8415,63.588,TARA 2010
12377,1,jerico201707a15,44950,58.2943333333333,10.8451666666667,JERICO 2017
12397,1,jerico201707anholt2,44953,56.6686666666667,12.1111666666667,JERICO 2017
12358,1,jerico20170710ll7,44945,59.8465,24.8378333333333,JERICO 2017
12446,1,jerico201707wland,44946,55.8661666666667,12.7478333333333,JERICO 2017
12365,1,jerico2017074ctrybp,44949,55.8933333333333,18.9148333333333,JERICO 2017
12384,1,jerico201707a16,44943,58.2671666666667,10.7243333333333,JERICO 2017
13164,7,tara_050_00_b,45579,-21.495,56.8935,TARA 2010
13559,42,p1408_046,2584,33.5676666666667,-122.475833333333,CCELTER 2014
13568,42,p1408_050,2659,33.6118333333333,-122.3845,CCELTER 2014
13119,7,tara_041_00_c,44978,14.56,70.0116666666667,TARA 2010
15747,72,c_ps88b_002,44455,18.9893333333333,-22.0055,PS 88B
15598,49,tara_155_08,44970,54.6613333333333,-16.5955,TARA 2013
16483,2,boum119,7156,35.6736666666667,14.0998333333333,BOUM 2008
17721,99,tara_128_00_b,44969,-0.513633333333333,-153.326166666667,Tara 2011
15618,49,tara_164_01,44975,74.6058333333333,6.52766666666667,TARA 2013
16481,2,boum117,7130,34.885,16.6985,BOUM 2008
14561,76,c_m121_1259,44405,-8.90033333333333,-0.0015,M 121
13580,42,p1408_055,2627,32.0973333333333,-123.869833333333,CCELTER 2014
14621,76,c_m121_1305,44422,-29.0316666666667,10.7046666666667,M 121
16531,2,boum170,7240,39.1105,5.1885,BOUM 2008
14627,76,c_m121_1314,44425,-28.8391666666667,14.38,M 121
14421,76,c_m121_1165,44426,-19.7645,12.288,M 121
12596,51,tara_151_00_a,45043,36.1558333333333,-29.0088333333333,TARA 2012 B
15612,49,tara_163_02,44979,76.102,2.07066666666667,TARA 2013
12597,51,tara_151_00_b,45137,36.1375,-28.935,TARA 2012 B
12595,51,tara_150_00_c,45500,35.7511666666667,-37.0511666666667,TARA 2012 B
12585,51,tara_148_01_b,45094,34.0191666666667,-56.8656666666667,TARA 2012 B
12594,51,tara_150_00_b,45715,35.8578333333333,-37.17,TARA 2012 B
13555,42,p1408_044,2690,33.5293333333333,-122.53,CCELTER 2014
13571,42,p1408_051,2673,33.6373333333333,-122.401166666667,CCELTER 2014
12606,51,tara_152_00_b,45046,43.6876666666667,-16.8515,TARA 2012 B
12613,51,tara_152_00_i,45567,43.7258333333333,-16.8818333333333,TARA 2012 B
12612,51,tara_152_00_h,45650,43.7056666666667,-16.8793333333333,TARA 2012 B
13156,7,tara_048_00_a,44986,-9.39216666666667,66.4236666666667,TARA 2010
13573,42,p1408_052,2652,32.8788333333333,-123.8985,CCELTER 2014
13575,42,p1408_053,2586,32.8731666666667,-123.895833333333,CCELTER 2014
13591,42,p1408_059,2689,32.8113333333333,-123.869166666667,CCELTER 2014
12622,51,tara_153_00_c,45044,44.0833333333333,-16.5406666666667,TARA 2012 B
14625,76,c_m121_1312,44438,-28.9191666666667,13.1761666666667,M 121
13545,42,p1408_039,2636,34.42,-121.099833333333,CCELTER 2014
13587,42,p1408_058,2654,32.8306666666667,-123.865,CCELTER 2014
13592,42,p1408_060,2687,32.8111666666667,-123.862,CCELTER 2014
13594,42,p1408_061,2694,32.7973333333333,-123.873,CCELTER 2014
12627,51,tara_153_00_h,45663,44.0685,-16.503,TARA 2012 B
13595,42,p1408_062,2691,32.774,-123.876,CCELTER 2014
13539,42,p1408_036,2682,34.412,-121.223166666667,CCELTER 2014
13586,42,p1408_057,2658,32.838,-123.869166666667,CCELTER 2014
13530,42,p1408_032,2700,34.3903333333333,-121.377833333333,CCELTER 2014
17590,99,tara_098_00_f,45059,-25.8416666666667,-111.772333333333,Tara 2011
13515,42,p1408_026,2692,34.1153333333333,-120.920666666667,CCELTER 2014
16395,2,boum048,7201,33.636,32.6393333333333,BOUM 2008
17619,99,tara_105_00_a,45103,-0.4963,-84.5845,Tara 2011
15084,82,msm_060_211_0001,25152,-34.5003333333333,-13.8255,MSM060
15077,82,msm_060_198_0001,25166,-34.4988333333333,-11.6141666666667,MSM060
15088,82,msm_060_214_0001,25339,-34.4995,-14.2345,MSM060
15075,82,msm_060_194_0001,25103,-34.4995,-10.9606666666667,MSM060
16419,2,boum063,7216,33.7125,32.6398333333333,BOUM 2008
15059,82,msm_060_170_0001,25169,-34.4995,-7.02816666666667,MSM060
16265,95,c_m135_033,44775,-20.9993333333333,-73.9996666666667,M 135
16243,95,c_m135_011,44786,-22.9986666666667,-71.0001666666667,M 135
13517,42,p1408_027,2460,34.1036666666667,-120.942166666667,CCELTER 2014
13549,42,p1408_041,2669,34.4338333333333,-121.020833333333,CCELTER 2014
16430,2,boum070,7203,33.7083333333333,32.6843333333333,BOUM 2008
13551,42,p1408_042,2664,33.5228333333333,-122.558833333333,CCELTER 2014
16246,95,c_m135_014,44800,-22.9996666666667,-73.0013333333333,M 135
16259,95,c_m135_027,44802,-20.9993333333333,-70.833,M 135
10402,22,c_msm22_032,46148,4,-23,MSM 22
17761,99,tara_133_03_a,45104,33.9128333333333,-125.288333333333,Tara 2011
10407,22,c_msm22_037,46237,2.99433333333333,-22.9928333333333,MSM 22
13554,42,p1408_043,2665,33.5221666666667,-122.540666666667,CCELTER 2014
16470,2,boum106,7148,33.9695,18.5895,BOUM 2008
17624,99,tara_106_00_f,45105,-0.1277,-84.6318333333333,Tara 2011
10411,22,c_msm22_041,46220,1.6665,-23.0003333333333,MSM 22
10409,22,c_msm22_039,46239,2,-23.0001666666667,MSM 22
16436,2,boum073,7185,34.0626666666667,18.5315,BOUM 2008
17584,99,tara_097_00_j,45106,-28.2166666666667,-107.874833333333,Tara 2011
13547,42,p1408_040,2699,34.4158333333333,-121.046666666667,CCELTER 2014
13001,6,tara_023_a,45107,42.2053333333333,17.714,TARA 2009
13068,7,tara_038_00_l,45108,19.0001666666667,64.5683333333333,TARA 2010
13334,7,tara_076_00_g,45128,-20.9431666666667,-35.206,TARA 2010
17557,99,tara_094_00_a,45140,-33.2471666666667,-81.1266666666667,Tara 2011
17654,99,tara_111_02_a,45139,-15.5441666666667,-99.5553333333333,Tara 2011
16286,95,c_m135_054,44804,-18.9991666666667,-77.0005,M 135
13558,42,p1408_045,2655,33.5628333333333,-122.499333333333,CCELTER 2014
13566,42,p1408_049,2668,33.6126666666667,-122.433,CCELTER 2014
16459,2,boum095,7177,34.0951666666667,18.5548333333333,BOUM 2008
13544,41,csp01402,2015,-6.333,165.000666666667,CASSIOPEE 2015
13584,42,p1408_056,2656,32.8408333333333,-123.867333333333,CCELTER 2014
13532,42,p1408_033,2585,34.4013333333333,-121.3425,CCELTER 2014
13495,42,p1408_014,2660,34.8673333333333,-121.361833333333,CCELTER 2014
13563,42,p1408_048,2672,33.6038333333333,-122.441,CCELTER 2014
16348,95,c_m135_102,44814,-16.0001666666667,-74.7505,M 135
15974,86,ge_2016_018,11229,68.5323333333333,-60.1411666666667,GREENEDGE 2016 A
16666,70,c_m107_011,44415,18.166,-16.7496666666667,M 107
16747,70,c_m107_036,44306,18.236,-16.5165,M 107
16760,70,c_m107_049,44313,18.2528333333333,-16.45,M 107
16676,70,c_m107_021,44343,18.172,-16.7168333333333,M 107
16672,70,c_m107_017,44299,18.233,-16.5165,M 107
16742,70,c_m107_031,44298,19.8968333333333,-17.5498333333333,M 107
16679,70,c_m107_024,44328,18.2168333333333,-16.552,M 107
16751,70,c_m107_040,44297,18.2465,-16.4508333333333,M 107
13588,43,p1604_38,11905,34.4735,-120.7335,CCELTER 2016
16780,70,c_m107_069,44448,19.709,-17.6385,M 107
16754,70,c_m107_043,44327,18.1646666666667,-16.7511666666667,M 107
16773,70,c_m107_062,44341,18.2528333333333,-16.4496666666667,M 107
14818,83,p1706_17,47564,35.0673333333333,-121.127666666667,CCELTER 2017
16739,70,c_m107_028,44312,18.209,-16.5923333333333,M 107
13479,43,p1604_05,11878,33.0871666666667,-122.942166666667,CCELTER 2016
10178,20,009,6138,22.3988333333333,-156.668166666667,OPEREX 2008
10221,20,034,6147,25.0845,-157.500666666667,OPEREX 2008
16518,2,boum155,7137,39.0991666666667,5.34983333333333,BOUM 2008
10266,20,079,6134,24.1673333333333,-157.7505,OPEREX 2008
10201,20,020,6145,22.249,-156.736666666667,OPEREX 2008
16523,2,boum162,7224,39.1181666666667,5.29833333333333,BOUM 2008
10237,20,050,6191,24.0003333333333,-157.990333333333,OPEREX 2008
13526,43,p1604_19,11891,33.474,-121.940166666667,CCELTER 2016
13512,43,p1604_12,11884,33.5861666666667,-122.210166666667,CCELTER 2016
10269,20,082,6136,24.0661666666667,-158.466,OPEREX 2008
10174,20,006,6137,22.3993333333333,-156.668166666667,OPEREX 2008
10218,20,031,6150,24.4171666666667,-157.499833333333,OPEREX 2008
10232,20,045,6189,24.0003333333333,-157.990333333333,OPEREX 2008
17628,99,tara_109_00_b,45172,1.99283333333333,-84.5766666666667,Tara 2011
17658,99,tara_111_06_a,45158,-23.2841666666667,-107.664333333333,Tara 2011
17562,99,tara_095_00_aa,45181,-32.3771666666667,-89.7581666666667,Tara 2011
13475,43,p1604_03,11876,33.0178333333333,-122.9695,CCELTER 2016
17610,99,tara_102_00_a,45183,-5.25233333333333,-85.161,Tara 2011
10245,20,058,6193,24.0161666666667,-157.882166666667,OPEREX 2008
16480,2,boum116,7133,34.8875,16.7021666666667,BOUM 2008
11427,34,cce_p1106_cycle2_08,19724,33.2233333333333,-121.463666666667,CCELTER 2011
16485,2,boum121,7211,36.065,12.801,BOUM 2008
14633,76,c_m121_1332,44402,-26.6775,14.7416666666667,M 121
13469,42,p1408_001,2670,32.2813333333333,-118.275166666667,CCELTER 2014
13471,42,p1408_002,2662,34.2661666666667,-120.7165,CCELTER 2014
16315,2,boum001,7199,38.9621666666667,14.3236666666667,BOUM 2008
14953,83,p1706_67,47582,34.1815,-122.480833333333,CCELTER 2017
14946,83,p1706_63,47555,33.023,-122.583833333333,CCELTER 2017
14956,83,p1706_68,47563,34.221,-122.454833333333,CCELTER 2017
16317,2,boum002,7269,34.3285,19.8193333333333,BOUM 2008
16525,2,boum164,7262,39.0965,5.28116666666667,BOUM 2008
16495,2,boum132,7263,39.0748333333333,5.25383333333333,BOUM 2008
16333,2,boum008,7264,34.0453333333333,24.4963333333333,BOUM 2008
16325,2,boum005,7270,34.1838333333333,22.1635,BOUM 2008
16528,2,boum167,7260,39.101,5.214,BOUM 2008
