psampleid,pprojid,profile,sampleid,lat,lon,pproject
16351,95,c_m135_103,44827,-15.9831666666667,-74.567,M 135
13076,6,tara_r09,45243,33.9318333333333,33.0285,TARA 2009
13079,6,tara_r10,45223,33.9236666666667,33.1981666666667,TARA 2009
15903,73,m116_062,46042,6.99883333333333,-21.0001666666667,M 116
14867,83,p1706_34,47578,34.6968333333333,-122.3045,CCELTER 2017
15923,73,m116_082,46020,17.5828333333333,-24.2836666666667,M 116
15870,73,m116_037,45993,11.8993333333333,-28.0601666666667,M 116
15780,73,m116_008,46044,10.8335,-43.0003333333333,M 116
15907,73,m116_066,46024,7.999,-18.9998333333333,M 116
14849,83,p1706_28,47537,34.7376666666667,-121.836166666667,CCELTER 2017
14910,83,p1706_48,47557,34.3728333333333,-123.179,CCELTER 2017
14865,83,p1706_33,47621,34.7053333333333,-122.277666666667,CCELTER 2017
13086,6,tara_r12,45225,33.9266666666667,33.5253333333333,TARA 2009
15500,69,m106_056,46265,-0.332833333333333,-23,M 106
15242,69,m106_005,46281,15.0066666666667,-23.0026666666667,M 106
16298,95,c_m135_066,44778,-17.9993333333333,-74,M 135
15447,69,m106_040,46290,2.33466666666667,-23.0005,M 106
16241,95,c_m135_009,44801,-22.9988333333333,-70.649,M 135
16398,95,c_m135_122,44774,-13.7991666666667,-77.0501666666667,M 135
16273,95,c_m135_041,44772,-20.0003333333333,-70.2988333333333,M 135
14838,83,p1706_23,47538,34.9055,-121.1775,CCELTER 2017
15479,69,m106_047,46277,-0.333666666666667,-23.0001666666667,M 106
14968,83,p1706_74,47547,34.4651666666667,-122.979333333333,CCELTER 2017
15286,69,m106_012,46284,11.4986666666667,-23.0001666666667,M 106
12971,6,tara_016_a,45112,37.4955,15.4943333333333,TARA 2009
12445,36,fl8,3764,-48.5325,74.6586666666667,KEOPS 2
12986,6,tara_021_a,45218,37.507,17.2236666666667,TARA 2009
12989,6,tara_021_b,45220,37.5153333333333,17.3403333333333,TARA 2009
16758,70,c_m107_047,44317,18.2876666666667,-16.3156666666667,M 107
13023,6,tara_029,45071,33.9228333333333,35.3333333333333,TARA 2009
15565,69,m106_093,46301,-10.6081666666667,-35.3935,M 106
13082,6,tara_r11,45245,33.9196666666667,33.3686666666667,TARA 2009
16550,2,boum189,7279,41.0885,5.05566666666667,BOUM 2008
13009,6,tara_025_a,45234,39.3876666666667,19.391,TARA 2009
13011,6,tara_025_b,45216,39.4085,19.3806666666667,TARA 2009
17681,99,tara_122_00_i,45341,-9.00633333333333,-139.139333333333,Tara 2011
17724,99,tara_128_00_e,45714,-4.66666666666667e-4,-153.6755,Tara 2011
15340,69,m106_025,46274,6.56666666666667,-22.925,M 106
15589,69,m106_117,46376,-5.63816666666667,-34.9336666666667,M 106
13088,7,tara_039_00_e,45383,18.74,66.4006666666667,TARA 2010
15495,69,m106_052,46300,-5e-4,-23.0168333333333,M 106
15569,69,m106_097,46306,-10.9396666666667,-34.9935,M 106
15563,69,m106_091,46333,-10.5335,-35.4886666666667,M 106
15560,69,m106_088,46313,-10.3243333333333,-35.7673333333333,M 106
13093,7,tara_039_00_g,45417,18.7235,66.3676666666667,TARA 2010
14959,83,p1706_70,47577,34.4145,-123.037833333333,CCELTER 2017
12319,36,e19,2976,-48.498,72.1776666666667,KEOPS 2
12306,36,a329,2974,-50.6245,72.0556666666667,KEOPS 2
13112,7,tara_040_00_e,45678,17.4831666666667,68.0026666666667,TARA 2010
13113,7,tara_040_00_f,45447,17.4855,68.0246666666667,TARA 2010
16768,70,c_m107_057,44315,18.2078333333333,-16.5931666666667,M 107
16669,70,c_m107_014,44316,18.1165,-16.8761666666667,M 107
16664,70,c_m107_009,44320,18.0828333333333,-17.0001666666667,M 107
16761,70,c_m107_050,44322,18.266,-16.4015,M 107
16663,70,c_m107_008,44329,18.033,-17.1668333333333,M 107
16657,70,c_m107_002,44421,11.4541666666667,-22.9983333333333,M 107
16675,70,c_m107_020,44444,18.2878333333333,-16.315,M 107
16781,70,c_m107_070,44447,19.7388333333333,-17.6075,M 107
16766,70,c_m107_055,44451,18.2178333333333,-16.5548333333333,M 107
16660,70,c_m107_005,44453,18.2385,-16.5165,M 107
16738,70,c_m107_027,44295,18.2163333333333,-16.6323333333333,M 107
13115,7,tara_041_00_a,45358,14.5953333333333,69.981,TARA 2010
16775,70,c_m107_064,44296,18.1661666666667,-16.7493333333333,M 107
16762,70,c_m107_051,44307,18.2778333333333,-16.358,M 107
16741,70,c_m107_030,44323,18.2045,-16.6021666666667,M 107
16740,70,c_m107_029,44335,18.2256666666667,-16.5286666666667,M 107
16778,70,c_m107_067,44418,19.6495,-17.7,M 107
16776,70,c_m107_065,44452,18.2945,-16.3166666666667,M 107
14913,83,p1706_49,47572,34.2956666666667,-123.165333333333,CCELTER 2017
14862,83,p1706_32,47542,34.7415,-122.19,CCELTER 2017
14980,83,p1706_79,47550,35.0855,-120.772166666667,CCELTER 2017
13147,7,tara_045_00_d,45670,1.069,71.5531666666667,TARA 2010
13158,7,tara_048_00_b,45645,-9.41383333333333,66.3125,TARA 2010
13160,7,tara_048_00_c,45628,-9.42333333333333,66.2315,TARA 2010
13166,7,tara_050_00_c,45399,-21.4816666666667,56.8561666666667,TARA 2010
14924,83,p1706_53,47568,34.1468333333333,-123.022333333333,CCELTER 2017
13161,7,tara_050_00_a,45631,-21.4948333333333,56.8101666666667,TARA 2010
13167,7,tara_050_00_d,45491,-21.4611666666667,56.7653333333333,TARA 2010
15760,72,c_ps88b_012,44268,11.0016666666667,-23.0333333333333,PS 88B
15811,72,c_ps88b_029,44280,3.5005,-23.0005,PS 88B
15774,72,c_ps88b_016,44287,8.99916666666667,-23.0333333333333,PS 88B
13956,60,gn2015_l2_006,3623,67.4795,-63.79,GREENEDGE ICE CAMP 2015
16269,95,c_m135_037,44824,-19.9998333333333,-71.5001666666667,M 135
16309,95,c_m135_077,44865,-16.8326666666667,-72.6663333333333,M 135
15909,73,m116_068,46022,8.99866666666667,-19.9993333333333,M 116
14001,60,gn2015_l2_009,3635,67.4795,-63.79,GREENEDGE ICE CAMP 2015
14054,60,gn2015_l2_013,3639,67.4795,-63.79,GREENEDGE ICE CAMP 2015
15908,73,m116_067,46008,9,-18.999,M 116
15915,73,m116_074,46032,10.9995,-19.9998333333333,M 116
13169,7,tara_050_00_e,45704,-21.4576666666667,56.7461666666667,TARA 2010
15914,73,m116_073,46002,10.9995,-19.0005,M 116
16311,95,c_m135_079,44891,-16.999,-72.954,M 135
16304,95,c_m135_072,44909,-17.484,-71.718,M 135
14019,60,gn2015_l2_010,3641,67.4795,-63.79,GREENEDGE ICE CAMP 2015
16308,95,c_m135_076,44808,-16.8663333333333,-72.4328333333333,M 135
16307,95,c_m135_075,44880,-17.0501666666667,-72.2006666666667,M 135
15922,73,m116_081,45998,17.5815,-24.2843333333333,M 116
13173,7,tara_051_00_b,45495,-21.5021666666667,54.3533333333333,TARA 2010
14846,83,p1706_27,47534,34.7543333333333,-121.8295,CCELTER 2017
13986,60,gn2015_l2_008,3647,67.4795,-63.79,GREENEDGE ICE CAMP 2015
14032,60,gn2015_l2_011,3645,67.4795,-63.79,GREENEDGE ICE CAMP 2015
13181,7,tara_052_00_c,45614,-16.9598333333333,54.0133333333333,TARA 2010
15559,69,m106_087,46302,-10.266,-35.8616666666667,M 106
15572,69,m106_100,46303,-11.5,-34.2171666666667,M 106
15551,69,m106_079,46304,-11.4996666666667,-32.0006666666667,M 106
15566,69,m106_094,46305,-10.6893333333333,-35.2943333333333,M 106
15554,69,m106_082,46307,-11.4995,-33.2166666666667,M 106
15558,69,m106_086,46308,-10.255,-35.877,M 106
15314,69,m106_019,46311,9.49933333333333,-23.0001666666667,M 106
15575,69,m106_103,46312,-5.00016666666667,-31.5,M 106
16066,86,ge_2016_064,11265,69.0113333333333,-59.7991666666667,GREENEDGE 2016 A
15820,73,m116_017,46011,11.0005,-38.0006666666667,M 116
15918,73,m116_077,45992,12.9998333333333,-20.9998333333333,M 116
13187,7,tara_056_00_a,45474,-15.338,43.2948333333333,TARA 2010
13190,7,tara_057_00_a,45291,-16.0916666666667,42.8333333333333,TARA 2010
11452,34,cce_p1106_cycle4_05,19740,33.393,-121.154333333333,CCELTER 2011
13192,7,tara_063_00_a,45357,-24.4755,38.7121666666667,TARA 2010
15875,73,m116_040,46047,10.9991666666667,-26.9998333333333,M 116
13196,7,tara_064_00_b,45683,-29.4956666666667,37.951,TARA 2010
15568,69,m106_096,46314,-10.8565,-35.0936666666667,M 106
15224,69,m106_001,46320,17.6001666666667,-24.2498333333333,M 106
15253,69,m106_007,46318,13.9983333333333,-22.999,M 106
15250,69,m106_006,46319,14.4995,-23.0003333333333,M 106
15333,69,m106_023,46321,7.49983333333333,-23.0005,M 106
15825,73,m116_019,46033,10.9996666666667,-36.0005,M 116
15882,73,m116_045,46054,11.9995,-23.0006666666667,M 116
16541,2,boum180,7107,39.2041666666667,5.15883333333333,BOUM 2008
15876,73,m116_041,45999,10.9991666666667,-26.0013333333333,M 116
15904,73,m116_063,45987,5.9995,-21,M 116
15905,73,m116_064,45997,5.00133333333333,-20.9953333333333,M 116
15910,73,m116_069,46003,9.99883333333333,-20,M 116
15888,73,m116_049,46009,8.00016666666667,-23.0005,M 116
15879,73,m116_043,46030,10.9991666666667,-24.0005,M 116
15881,73,m116_044,46036,11.5488333333333,-22.9921666666667,M 116
15844,73,m116_027,46052,10.9996666666667,-32.0006666666667,M 116
15892,73,m116_052,46039,8.99966666666667,-22.0003333333333,M 116
16514,2,boum151,7120,39.4173333333333,5.35366666666667,BOUM 2008
15889,73,m116_050,45984,6.99983333333333,-23,M 116
15894,73,m116_054,46016,11.0001666666667,-22,M 116
16313,95,c_m135_081,44837,-17.0003333333333,-74.0013333333333,M 135
15893,73,m116_053,46019,9.99966666666667,-21.9988333333333,M 116
15873,73,m116_038,46023,13.0001666666667,-28,M 116
15851,73,m116_030,46034,11,-29.0008333333333,M 116
15865,73,m116_035,46046,9.99966666666667,-28.0001666666667,M 116
15867,73,m116_036,46056,10.9996666666667,-28,M 116
15853,73,m116_031,46058,5.9995,-28.0005,M 116
15850,73,m116_029,46000,10.9996666666667,-30.0001666666667,M 116
12441,1,jerico201707slaggo,44939,58.2598333333333,11.4356666666667,JERICO 2017
15751,73,m116_002,45994,11,-49.5003333333333,M 116
15756,73,m116_003,45990,11,-47.9995,M 116
15761,73,m116_005,46012,10.9985,-45.9996666666667,M 116
15862,73,m116_034,46018,8.99983333333333,-27.9995,M 116
15900,73,m116_059,46026,9.99916666666667,-20.9996666666667,M 116
15902,73,m116_061,46035,7.99983333333333,-20.9996666666667,M 116
15885,73,m116_047,46041,10.0006666666667,-22.9998333333333,M 116
16330,2,boum007,7122,34.1166666666667,23.3266666666667,BOUM 2008
15804,73,m116_013,45981,9.99983333333333,-40.0005,M 116
15886,73,m116_048,46021,8.99816666666667,-22.9993333333333,M 116
13207,7,tara_065_00_a,44999,-35.1888333333333,26.289,TARA 2010
12413,1,jerico201707by10,44951,56.6336666666667,19.5848333333333,JERICO 2017
14588,76,c_m121_1277,44412,-22.293,-1.66666666666667e-4,M 121
14495,76,c_m121_1226,44427,-3.00233333333333,9.334,M 121
16394,2,boum047,7126,33.635,32.6488333333333,BOUM 2008
14573,76,c_m121_1266,44378,-13.022,-0.0015,M 121
16247,95,c_m135_015,44819,-23.0003333333333,-73.9985,M 135
16387,2,boum041,7207,33.626,32.651,BOUM 2008
16506,2,boum143,7112,39.0746666666667,5.31816666666667,BOUM 2008
14599,76,c_m121_1288,44364,-29.5786666666667,-3.33333333333333e-4,M 121
16258,95,c_m135_026,44844,-20.9988333333333,-70.6825,M 135
16536,2,boum175,7114,39.1573333333333,5.1505,BOUM 2008
16414,2,boum059,7118,33.6971666666667,32.6253333333333,BOUM 2008
16366,2,boum029,7106,33.5753333333333,32.7718333333333,BOUM 2008
14606,76,c_m121_1294,44410,-29.3791666666667,2.744,M 121
14484,76,c_m121_1212,44389,-5.99883333333333,11.4898333333333,M 121
11453,34,cce_p1106_cycle4_06,19735,33.3883333333333,-121.155833333333,CCELTER 2011
11461,34,cce_p1106_cycle5_04,19753,33.1838333333333,-121.423166666667,CCELTER 2011
14426,76,c_m121_1170,44409,-17.5635,11.438,M 121
11478,34,cce_p1106_upfront_2_01,19745,33.7876666666667,-121.777,CCELTER 2011
16544,2,boum183,7113,39.2786666666667,5.18033333333333,BOUM 2008
14465,76,c_m121_1196,44370,-8.53683333333333,12.0628333333333,M 121
14612,76,c_m121_1299,44390,-29.126,8.05316666666667,M 121
16433,95,c_m135_137,44856,-11.9995,-80.0015,M 135
16326,95,c_m135_089,44876,-16.9988333333333,-82.006,M 135
